Name	Rating	Year	Rank	Fed
P. Velikov	2445	1981	BUL	253	
E. Vladimirov	2445	1981	USR	254	
V.V. Vorotnikov	2445	1981	USR	255	
A. Zakharov	2445	1981	USR	256	
I. Bilek	2440	1981	HUN	257	
A. Bisguier	2440	1981	USA	258	
An. Bykhovsky	2440	1981	USR	259	
Despotovic	2440	1981	YUG	260	
O.I. Dziuban	2440	1981	USR	261	
J. Emma	2440	1981	ARG	262	
J. Eslon	2440	1981	SWE	263	
L. Espig	2440	1981	DDR	264	
Juan C. Fernandez	2440	1981	CUB	265	
Gild. Garcia	2440	1981	COL	266	
R. Henley	2440	1981	USA	267	
L. Kaufman	2440	1981	USA	268	
P. Kondratiev	2440	1981	USR	269	
Y. Kraidman	2440	1981	ISR	270	
S.H. Lim	2440	1981	SIN	271	
D. Minic	2440	1981	YUG	272	
E. Prandstetter	2440	1981	CSR	273	
V. Sergievsky	2440	1981	YUG	274	
Sharif	2440	1981	IRI	275	
N.D. Short	2440	1981	ENG	276	
R. Simic	2440	1981	YUG	277	
P. Van der Sterren	2440	1981	NED	278	
C. Van Wijgerden	2440	1981	NED	279	
G. Agzamov	2435	1981	USR	280	
G. Antunac	2435	1981	YUG	281	
O. Averkin	2435	1981	USR	282	
R. Bogdanovic	2435	1981	YUG	283	
V. Chekhov	2435	1981	USR	284	
S. Djuric	2435	1981	YUG	285	
D. Donchev	2435	1981	BUL	286	
J.P. Fedorowicz	2435	1981	USA	287	
J. Flesch	2435	1981	HUN	288	
S. Garcia Martinez	2435	1981	CUB	289	
A. Groszpeter	2435	1981	HUN	290	
H.-U. Gruenberg	2435	1981	DDR	291	
W. Hug	2435	1981	SUI	292	
Iz. Jelen	2435	1981	YUG	293	
A. Kuyindzhi	2435	1981	USR	294	
E. Magerramov	2435	1981	USR	295	
Z. Mestrovic	2435	1981	YUG	296	
P. Ostojic	2435	1981	YUG	297	
Padevsky	2435	1981	BUL	298	
Peltz	2435	1981	USR	299	
H. Pilnik	2435	1981	ARG	300	
A. Planinc	2435	1981	YUG	301	
J. Pribyl	2435	1981	CSR	302	
V. Raicevic	2435	1981	YUG	303	
G. Sigurjonsson	2435	1981	ISL	304	
E. Stoliar	2435	1981	USR	305	
J. Sunye Neto	2435	1981	BRA	306	
Villareal	2435	1981	MEX	307	
V.I. Zilberstein	2435	1981	USR	308	
Lj. Zivkovic	2435	1981	YUG	309	
J. Adamski	2430	1981	POL	310	
L. Day	2430	1981	CAN	311	
G. Dizdar	2430	1981	YUG	312	
Rai. Garcia	2430	1981	ARG	313	
Gutop	2430	1981	USR	314	
S. Heim	2430	1981	NOR	315	
I.V. Ivanov	2430	1981	CAN	316	
N. Karaklajic	2430	1981	YUG	317	
B. Kogan	2430	1981	USR	318	
S. Kosanski	2430	1981	YUG	319	
J. Kristiansen	2430	1981	DEN	320	
G. Ligterink	2430	1981	NED	321	
P. Littlewood	2430	1981	ENG	322	
V. Lukov	2430	1981	BUL	323	
A.S. Lutikov	2430	1981	USR	324	
E. Mochalov	2430	1981	USR	325	
Pietkievich	2430	1981	USR	326	
Platonov	2430	1981	USR	327	
M.A. Rohde	2430	1981	USA	328	
J. Rubinstein	2430	1981	ARG	329	
A.F. Saidy	2430	1981	USA	330	
Vainger	2430	1981	ISR	331	
J.L. Vilela	2430	1981	CUB	332	
J. Watson	2430	1981	USA	333	
I. Zilber	2430	1981	CUB	334	
Y. Anikaev	2425	1981	USR	335	
Y. Bernstein	2425	1981	ISR	336	
G.K. Borisenko	2425	1981	USR	337	
E. Bukhman	2425	1981	USR	338	
G. Cabrilo	2425	1981	YUG	339	
O. Castro	2425	1981	COL	340	
M.G. Chiburdanidze	2425	1981	USR	341	
R. Cosulich	2425	1981	ITA	342	
C. Cuartas	2425	1981	COL	343	
Z. Djukic	2425	1981	YUG	344	
P. Donoso Velasco	2425	1981	CHI	345	
C. Garcia Palermo	2425	1981	ARG	346	
P. Gesos	2425	1981	GRE	347	
D. Gurevich	2425	1981	USA	348	
R. Hess	2425	1981	FRG	349	
Hoi	2425	1981	DEN	350	
Kolarov	2425	1981	BUL	351	
A. Kosikov	2425	1981	USR	352	
S. Kudrin	2425	1981	USA	353	
H. Messing	2425	1981	YUG	354	
Mikadze	2425	1981	USR	355	
Mohrlok	2425	1981	FRG	356	
Nickoloff	2425	1981	CAN	357	
Nikolaevsky	2425	1981	USR	358	
Partos	2425	1981	SUI	359	
J. Plachetka	2425	1981	CSR	360	
F. Portisch	2425	1981	HUN	361	
T. Rakic	2425	1981	YUG	362	
K. Robatsch	2425	1981	AUT	363	
Schweber	2425	1981	ARG	364	
Skrobek	2425	1981	POL	365	
N. Spiridonov	2425	1981	BUL	366	
V. Stoica	2425	1981	ROM	367	
P. Szekely	2425	1981	HUN	368	
N.R. Zilberman	2425	1981	USR	369	
B. Abramovic	2420	1981	YUG	370	
H. Ardiansyah	2420	1981	INA	371	
G. Barcza	2420	1981	HUN	372	
A.V. Cherepkov	2420	1981	USR	373	
Th. Ghitescu	2420	1981	ROM	374	
R.M. Jamieson	2420	1981	AUS	375	
Kaldor	2420	1981	ISR	376	
B. Katalymov	2420	1981	USR	377	
L. Lederman	2420	1981	ISR	378	
A. Machulsky	2420	1981	USR	379	
Matera	2420	1981	USA	380	
N. Mishuchkov	2420	1981	USR	381	
I. Morovic Fernandez	2420	1981	CHI	382	
Negulescu	2420	1981	YUG	383	
I. Nemet	2420	1981	YUG	384	
L. Piasetski	2420	1981	CAN	385	
Qi Jingxuan	2420	1981	CHN	386	
Riabchonok	2420	1981	USR	387	
Rogulj	2420	1981	YUG	388	
Shashin	2420	1981	USR	389	
Shereshevsky	2420	1981	USR	390	
Shmit	2420	1981	USR	391	
Shpilker	2420	1981	USR	392	
Soos	2420	1981	FRG	393	
D. Strauss	2420	1981	USA	394	
A. Sydor	2420	1981	POL	395	
J. Tompa	2420	1981	HUN	396	
V. Vaisman	2420	1981	ROM	397	
S. Velickovic	2420	1981	YUG	398	
T. Wedberg	2420	1981	SWE	399	
H.M.J. Westerinen	2420	1981	FIN	400	
M. Wilder	2420	1981	USA	401	
H. Wirthensohn	2420	1981	SUI	402	
D.A. Yanofsky	2420	1981	CAN	403	
G. Zaitshik	2420	1981	USR	404	
V.F. Zaltsman	2420	1981	USA	405	
M. Aaron	2415	1981	IND	406	
L. Barczay	2415	1981	HUN	407	
J.M. Bellon Lopez	2415	1981	ESP	408	
J. Boey	2415	1981	BEL	409	
G.S. Botterill	2415	1981	WLS	410	
L. Bronstein	2415	1981	ARG	411	
R. Debarnot	2415	1981	ARG	412	
P. Dely	2415	1981	HUN	413	
S. Fedder	2415	1981	DEN	414	
J.L Fernandez Garcia	2415	1981	ESP	415	
D. Ghizdavu	2415	1981	USA	416	
L. Gofstein	2415	1981	USR	417	
S. Gorelov	2415	1981	USR	418	
K. Harandi	2415	1981	IRI	419	
K.J. Helmers	2415	1981	NOR	420	
Co. Ionescu	2415	1981	ROM	421	
O. Jakobsen	2415	1981	DEN	422	
B. Jansson	2415	1981	SWE	423	
S. Kagan	2415	1981	ISR	424	
A. Lanc	2415	1981	CSR	425	
L. Liptay	2415	1981	HUN	426	
Vl. Muratov	2415	1981	USR	427	
H. Olafsson	2415	1981	ISL	428	
Mircea Pavlov	2415	1981	ROM	429	
Pal Petran	2415	1981	HUN	430	
J. Rukavina	2415	1981	YUG	431	
P. Scheeren	2415	1981	NED	432	
Teschner	2415	1981	FRG	433	
V. Tierentiev	2415	1981	USR	434	
Vooremaa	2415	1981	USR	435	
S. Webb	2415	1981	ENG	436	
S.N. Yuferov	2415	1981	USR	437	
A. Adamski	2410	1981	POL	438	
J. Barle	2410	1981	YUG	439	
J. Bielczyk	2410	1981	POL	440	
H. Bohm	2410	1981	NED	441	
H. Bouwmeester	2410	1981	NED	442	
I. Buljovcic	2410	1981	YUG	443	
R. Calvo Minguez	2410	1981	ESP	444	
J. Campos Moreno	2410	1981	CHI	445	
R. Cappello	2410	1981	ITA	446	
Sr. Cvetkovic	2410	1981	YUG	447	
G. Danner	2410	1981	AUT	448	
N. De Firmian	2410	1981	USA	449	
M. Diesen	2410	1981	USA	450	
J. Grefe	2410	1981	USA	451	
V. Gusev	2410	1981	USR	452	
J. Hase	2410	1981	ARG	453	
T. Horvath	2410	1981	HUN	454	
Z. Ilic	2410	1981	YUG	455	
D. Keller	2410	1981	DDR	456	
K. Kjarner	2410	1981	USR	457	
L. Lengyel	2410	1981	HUN	458	
R. Maric	2410	1981	YUG	459	
K. Mokry	2410	1981	CSR	460	
R. Nicevski	2410	1981	YUG	461	
F. Ochoa De Echaguen	2410	1981	ESP	462	
H. Rossetto	2410	1981	ARG	463	
Rusakov	2410	1981	USR	464	
L.-A. Schneider	2410	1981	SWE	465	
J.D. Tisdall	2410	1981	USA	466	
I. Asmundsson	2405	1981	ISL	467	
D. Barlov	2405	1981	YUG	468	
L. Bass	2405	1981	USA	469	
M. Bobotsov	2405	1981	BUL	470	
K. Burger	2405	1981	USA	471	
Cleghorn	2405	1981	USA	472	
Dricta	2405	1981	CSR	473	
A. Dueckstein	2405	1981	AUT	474	
Ekstrom	2405	1981	SWE	475	
B. Enklaar	2405	1981	NED	476	
R. Etruk	2405	1981	USR	477	
Gouveia	2405	1981	BRA	478	
C. Guimard	2405	1981	ARG	479	
A. Haik	2405	1981	FRA	480	
R. Hartoch	2405	1981	NED	481	
J. Hebert	2405	1981	CAN	482	
J. Hjartarson	2405	1981	ISL	483	
D. Ilijevski	2405	1981	YUG	484	
S. Ivarsson	2405	1981	SWE	485	
Ab. Khassin	2405	1981	USR	486	
V. Kirpichnikov	2405	1981	USR	487	
K. Klundt	2405	1981	FRG	488	
V.N. Kozlov	2405	1981	USR	489	
R. Lau	2405	1981	FRG	490	
E. Lobron	2405	1981	FRG	491	
Luczak	2405	1981	POL	492	
Mariasin	2405	1981	USR	493	
W. Martz	2405	1981	USA	494	
E. Meyer	2405	1981	USA	495	
V. Mikenas	2405	1981	USR	496	
Penrose	2405	1981	ENG	497	
V. Petrienko	2405	1981	USR	498	
J. Plaskett	2405	1981	ENG	499	
Pukshansky	2405	1981	USR	500	
K. Regan	2405	1981	USA	501	
Reshko	2405	1981	USR	502	
J. Rubinetti	2405	1981	ARG	503	
J. Szmetan	2405	1981	ARG	504	
D. Uddenfeldt	2405	1981	SWE	505	
D. Ugrinovic	2405	1981	YUG	506	
M. Valvo	2405	1981	USA	507	
T. Wibe	2405	1981	NOR	508	
J. Aldrete	2400	1981	MEX	509	
P. Atanasov	2400	1981	BUL	510	
M.J. Basman	2400	1981	ENG	511	
Joel Benjamin	2400	1981	USA	512	
V. Bukal	2400	1981	YUG	513	
A.J. Butnoris	2400	1981	USR	514	
Dragoljub M. Ciric	2400	1981	YUG	515	
O. Cuasnicu	2400	1981	ARG	516	
O. Donchenko	2400	1981	USR	517	
V.K. Doroshkievich	2400	1981	USR	518	
K. Frey	2400	1981	MEX	519	
A. Godes	2400	1981	USR	520	
R. Grinberg	2400	1981	ARG	521	
F. Ignatiev	2400	1981	USR	522	
N. Kelecevic	2400	1981	YUG	523	
Kojder	2400	1981	POL	524	
Konikowski	2400	1981	POL	525	
F. Kuijpers	2400	1981	NED	526	
R. Mascarinas	2400	1981	PHI	527	
Musil	2400	1981	YUG	528	
Ervin Nagy	2400	1981	HUN	529	
S. Odendahl	2400	1981	USA	530	
A.I. Petrushin	2400	1981	USR	531	
Pomar	2400	1981	ESP	532	
N. Popov	2400	1981	USR	533	
A. Poulsen	2400	1981	DEN	534	
Pritchett	2400	1981	SCO	535	
K. Pytel	2400	1981	POL	536	
H. Reefschlaeger	2400	1981	FRG	537	
B. Rind	2400	1981	USA	538	
D. Root	2400	1981	USA	539	
M. Ruderfer	2400	1981	USR	540	
S. Skembris	2400	1981	GRE	541	
T. Tomalczyk	2400	1981	SIN	542	
B. Vujacic	2400	1981	YUG	543	
M. Yudovich	2400	1981	USR	544	
A. Zichichi	2400	1981	ITA	545	
Aijala Jouko	2395	1981	FIN	546	
H. Angantysson	2395	1981	ISL	547	
H. Borghi	2395	1981	ARG	548	
J.C. Diaz	2395	1981	CUB	549	
A. Donchenko	2395	1981	USR	550	
Dur	2395	1981	AUT	551	
S. Giardelli	2395	1981	ARG	552	
V.T. Grokhotov	2395	1981	USR	553	
G. Iskov	2395	1981	DEN	554	
H. Liebert	2395	1981	DDR	555	
J. Littlewood	2395	1981	ENG	556	
A. Lombard	2395	1981	SUI	557	
Th. Manouck	2395	1981	FRA	558	
K. Osmanovic	2395	1981	YUG	559	
J. Ost-Hansen	2395	1981	DEN	560	
Ostermeyer	2395	1981	FRG	561	
K. Pinkas	2395	1981	POL	562	
Radovici	2395	1981	ROM	563	
Szymczak	2395	1981	POL	564	
B. Toth	2395	1981	ITA	565	
F. Van der Vliet	2395	1981	NED	566	
E. Varnusz	2395	1981	HUN	567	
B.A. Zlotnik	2395	1981	USR	568	
Amos	2390	1981	CAN	569	
A. Barreras	2390	1981	CUB	570	
Z. Beil	2390	1981	CSR	571	
D. Bjelica	2390	1981	YUG	572	
S. Bohosjan	2390	1981	BUL	573	
O. Borik	2390	1981	FRG	574	
P. Brandts	2390	1981	USA	575	
A. Brkljaca	2390	1981	YUG	576	
Clemens	2390	1981	FRG	577	
M. Damjanovic	2390	1981	YUG	578	
An.M. Fernandez	2390	1981	POR	579	
V. Frias	2390	1981	CHI	580	
S. Gross	2390	1981	CSR	581	
E. Handoko	2390	1981	INA	582	
M. Hermann	2390	1981	FRG	583	
Rom. Hernandez	2390	1981	CUB	584	
V.I. Karasev	2390	1981	USR	585	
J. Kristinsson	2390	1981	ISL	586	
G.D. Lee	2390	1981	ENG	587	
C.H. Liang	2390	1981	CHN	588	
N. Minev	2390	1981	BUL	589	
Ervin Nagy	2390	1981	USA	590	
Ch. Niklasson	2390	1981	SWE	591	
Jos. Nun	2390	1981	CSR	592	
H. Petryk	2390	1981	POL	593	
J. Pokojowczyk	2390	1981	POL	594	
Raaste	2390	1981	FIN	595	
Radashkovich	2390	1981	ISR	596	
Renman	2390	1981	SWE	597	
M. Schoeneberg	2390	1981	DDR	598	
Seidler	2390	1981	ARG	599	
Semeniuk	2390	1981	USR	600	
S. Semkov	2390	1981	BUL	601	
V. Sokolov	2390	1981	YUG	602	
M. Todorcevic	2390	1981	YUG	603	
F. Trois	2390	1981	BRA	604	
H. Van Riemsdijk	2390	1981	BRA	605	
V. Varlamov	2390	1981	USR	606	
Z. Vranesic	2390	1981	CAN	607	
A.H. Williams	2390	1981	WLS	608	
O. Yepez	2390	1981	ECU	609	
V.S. Zheliandinov	2390	1981	USR	610	
J. Zrzawy	2390	1981	CSR	611	
B.R. Anderson	2385	1981	DEN	612	
A. Balshan	2385	1981	ISR	613	
Begun	2385	1981	USR	614	
R. Bellin	2385	1981	ENG	615	
M. Bernat	2385	1981	ARG	616	
J.M. Bradford	2385	1981	USA	617	
Brond	2385	1981	ARG	618	
E. Chaplinsky	2385	1981	USR	619	
H. De la Vega	2385	1981	ARG	620	
Z. Doda	2385	1981	POL	621	
Y. Estrin	2385	1981	USR	622	
G.C. Flear	2385	1981	ENG	623	
R. Govedarica	2385	1981	YUG	624	
P. Hesse	2385	1981	DDR	625	
E. Kengis	2385	1981	USR	626	
H. Kestler	2385	1981	FRG	627	
Kivlan	2385	1981	USR	628	
B. Kouatly	2385	1981	LIB	629	
A. Lilienthal	2385	1981	HUN	630	
V. Loginov	2385	1981	USR	631	
V. Moiseev	2385	1981	USR	632	
Munder	2385	1981	FRG	633	
K.-H. Podzielny	2385	1981	FRG	634	
Gy. Rajna	2385	1981	HUN	635	
Rytov	2385	1981	USR	636	
S. Silva	2385	1981	CHI	637	
Taborov	2385	1981	USR	638	
Tomaszewski	2385	1981	POL	639	
T. Toshkov	2385	1981	BUL	640	
T. Ujtumen	2385	1981	MGL	641	
A. Vaiser	2385	1981	USR	642	
Veselovsky	2385	1981	USR	643	
V. Arapovic	2380	1981	YUG	644	
Z. Azmayparashvili	2380	1981	USR	645	
V. Baikov	2380	1981	USR	646	
Balduzzi	2380	1981	ARG	647	
R. Balinas	2380	1981	PHI	648	
J.B. Bednarski	2380	1981	POL	649	
F. Begovac	2380	1981	YUG	650	
R. Cifuentes Parada	2380	1981	CHI	651	
D. Cramling	2380	1981	SWE	652	
De Winter	2380	1981	MEX	653	
Z. Franco	2380	1981	PAR	654	
M.L. Fuller	2380	1981	AUS	655	
D. Goodman	2380	1981	ENG	656	
Grigorov	2380	1981	BUL	657	
N. Grinberg	2380	1981	ISR	658	
Y. Gusev	2380	1981	USR	659	
Happel	2380	1981	NED	660	
Hindle	2380	1981	ENG	661	
Z. Jasnikowski	2380	1981	POL	662	
S. Johannessen	2380	1981	NOR	663	
Kernan	2380	1981	IRL	664	
B. Kileng	2380	1981	INA	665	
A.M. Kremenietsky	2380	1981	USR	666	
A.P. Law	2380	1981	ENG	667	
Lipnowski	2380	1981	CAN	668	
Liu Wenze	2380	1981	CHN	669	
V.P. Malaniuk	2380	1981	USR	670	
L. Mista	2380	1981	CSR	671	
W.D. Morris	2380	1981	NOR	672	
L. Neckar	2380	1981	CSR	673	
Nisman	2380	1981	USR	674	
A. Novopashin	2380	1981	USR	675	
J. Ostos	2380	1981	VEN	676	
Pahtz	2380	1981	DDR	677	
J. Pete	2380	1981	YUG	678	
E. Poulsson	2380	1981	NOR	679	
H. Pountzas	2380	1981	GRE	680	
