Name	Rating	Year	Fed	Rank
John.M Emms	2560	1998	ENG	155	
Robert.Dr Huebner	2560	1998	GER	156	
Andrei Kharlov	2560	1998	RUS	157	
Oleg Korneev	2560	1998	RUS	158	
Ljubomir Ljubojevic	2560	1998	YUG	159	
Henrique Mecking	2560	1998	BRA	160	
Aleksandr Shneider	2560	1998	UKR	161	
Georgy Timoshenko	2560	1998	UKR	162	
Tibor Tolnai	2560	1998	HUN	163	
Eugenio Torre	2560	1998	PHI	164	
Pavel.V Tregubov	2560	1998	RUS	165	
Karen Asrian	2555	1998	ARM	166	
Vlastimil Babula	2555	1998	CZE	167	
Yuri..S Balashov	2555	1998	RUS	168	
Valery Beim	2555	1998	ISR	169	
Murray.G Chandler	2555	1998	ENG	170	
Christian Gabriel	2555	1998	GER	171	
Einar Gausel	2555	1998	NOR	172	
Viktor Gavrikov	2555	1998	LTU	173	
Joerg Hickl	2555	1998	GER	174	
Rainer Knaak	2555	1998	GER	175	
Gilberto Milos	2555	1998	BRA	176	
Margeir Petursson	2555	1998	ISL	177	
Yuri..S Razuvaev	2555	1998	RUS	178	
Pablo Ricardi	2555	1998	ARG	179	
Ruslan Sherbakov	2555	1998	RUS	180	
Paul Van.Der.Sterren	2555	1998	NED	181	
Yaacov Zilberman	2555	1998	ISR	182	
Lev..O Alburt	2550	1998	USA	183	
Vladimir Burmakin	2550	1998	RUS	184	
Boris Chatalbashev	2550	1998	BUL	185	
Igor.V Glek	2550	1998	RUS	186	
Gerald Hertneck	2550	1998	GER	187	
Vyacheslav Ikonnikov	2550	1998	RUS	188	
Vladislav Nevednichy	2550	1998	ROM	189	
Igor..A Novikov	2550	1998	UKR	190	
Michael..A Rohde	2550	1998	USA	191	
Mikhail Rytshagov	2550	1998	EST	192	
Gennadij Sagalchik	2550	1998	USA	193	
Igor Stohl	2550	1998	SVK	194	
Bela Badea	2545	1998	ROM	195	
Igor Berdichevski	2545	1998	RUS	196	
Klaus Bischoff	2545	1998	GER	197	
Uwe Boensch	2545	1998	GER	198	
Michail Brodsky	2545	1998	UKR	199	
Vladimir Chuchelov	2545	1998	BEL	200	
Aleksander Delchev	2545	1998	BUL	201	
Roman Dzindzichashvili	2545	1998	USA	202	
Evgeny Gleizerov	2545	1998	RUS	203	
Alexander Ivanov	2545	1998	USA	204	
Alexey Kuzmin	2545	1998	RUS	205	
Bogdan Lalic	2545	1998	CRO	206	
Mihail Marin	2545	1998	ROM	207	
Victor Mikhalevski	2545	1998	ISR	208	
Mladen Palac	2545	1998	CRO	209	
Vadim Ruban	2545	1998	RUS	210	
Sergey Volkov	2545	1998	RUS	211	
Valeri Yandemirov	2545	1998	RUS	212	
Andrey Zontakh	2545	1998	UKR	213	
Ashot Anastasian	2540	1998	ARM	214	
Vladimir Baklan	2540	1998	UKR	215	
Roberto Cifuentes.Parada	2540	1998	NED	216	
Branko Damljanovic	2540	1998	YUG	217	
Emir Dizdarevic	2540	1998	BIH	218	
Maxim Dlugy	2540	1998	USA	219	
Valery Grechihin	2540	1998	RUS	220	
Dmitry Gurevich	2540	1998	USA	221	
Atanas Kolev	2540	1998	BUL	222	
Yuri Kruppa	2540	1998	UKR	223	
Eran Liss	2540	1998	ISR	224	
Eric Lobron	2540	1998	GER	225	
Aleksei Lugovoi	2540	1998	RUS	226	
Marat Makarov	2540	1998	RUS	227	
Miroslav Markovic	2540	1998	YUG	228	
Valeriy Neverov	2540	1998	UKR	229	
Grigory Serper	2540	1998	USA	230	
Georg Siegel	2540	1998	GER	231	
Hannes Stefansson	2540	1998	ISL	232	
Elizbar Ubilava	2540	1998	GEO	233	
Stanislav Voitsekhovsky	2540	1998	RUS	234	
Alexey Vyzmanavin	2540	1998	RUS	235	
Leonid Yudasin	2540	1998	ISR	236	
Robert Zelcic	2540	1998	CRO	237	
Walter Arencibia	2535	1998	CUB	238	
Jon..L Arnason	2535	1998	ISL	239	
Giorgi Bagaturov	2535	1998	GEO	240	
Maia.(GM) Chiburdanidze	2535	1998	GEO	241	
Pia.(GM) Cramling	2535	1998	SWE	242	
Vitali Golod	2535	1998	ISR	243	
Hichem Hamdouchi	2535	1998	MAR	244	
Csaba Horvath	2535	1998	HUN	245	
Marcin Kaminski	2535	1998	POL	246	
Anthony.C Kosten	2535	1998	ENG	247	
Aloyzas Kveinys	2535	1998	LTU	248	
Alexander Lastin	2535	1998	RUS	249	
Alexandre Lesiege	2535	1998	CAN	250	
Jordi Magem.Badals	2535	1998	ESP	251	
Vladimir Malakhov	2535	1998	RUS	252	
Milos Pavlovic	2535	1998	YUG	253	
Xiaomin Peng	2535	1998	CHN	254	
Gyula Sax	2535	1998	HUN	255	
Tal Shaked	2535	1998	USA	256	
Boris.V Spassky	2535	1998	FRA	257	
Mihai Suba	2535	1998	ROM	258	
Alexander Vaulin	2535	1998	RUS	259	
Dragoljub Velimirovic	2535	1998	YUG	260	
Reynaldo Vera	2535	1998	CUB	261	
William.N Watson	2535	1998	ENG	262	
Aleksander Wojtkiewicz	2535	1998	POL	263	
Alexandar Budnikov	2530	1998	RUS	264	
Thien.Hai Dao	2530	1998	VIE	265	
Goran Dizdar	2530	1998	CRO	266	
Alexander Fominyh	2530	1998	RUS	267	
Alon Greenfeld	2530	1998	ISR	268	
Sergey Ionov	2530	1998	RUS	269	
Daniel.J King	2530	1998	ENG	270	
Ilan Manor	2530	1998	ISR	271	
Adrian Mikhalchishin	2530	1998	SLO	272	
Gabriel Schwartzman	2530	1998	USA	273	
Roman Slobodjan	2530	1998	GER	274	
Leonid.M Sokolin	2530	1998	USA	275	
Hugo Spangenberg	2530	1998	ARG	276	
Markus Stangl	2530	1998	GER	277	
Evgeni Vasiukov	2530	1998	RUS	278	
Peter.K Wells	2530	1998	ENG	279	
Jiangchuan Ye	2530	1998	CHN	280	
Igor Zakharevich	2530	1998	RUS	281	
Zhong Zhang	2530	1998	CHN	282	
Evgenij Agrest	2525	1998	SWE	283	
Boris Avrukh	2525	1998	ISR	284	
Alberto David	2525	1998	LUX	285	
Jean-Marc Degraeve	2525	1998	FRA	286	
Igor Efimov	2525	1998	ITA	287	
Peter Enders	2525	1998	GER	288	
Krum Georgiev	2525	1998	BUL	289	
Alexander Kaspi	2525	1998	ISR	290	
Melikset Khachian	2525	1998	ARM	291	
Zigurds Lanka	2525	1998	LAT	292	
Shilong Li	2525	1998	CHN	293	
Petar Popovic	2525	1998	YUG	294	
Lars Schandorff	2525	1998	DEN	295	
Jan Smejkal	2525	1998	CZE	296	
Ram Soffer	2525	1998	ISR	297	
Raj Tischbierek	2525	1998	GER	298	
Rongguang Ye	2525	1998	CHN	299	
Gennadi Zaichik	2525	1998	GEO	300	
Rogelio.Jr Antonio	2520	1998	PHI	301	
Manuel Apicella	2520	1998	FRA	302	
Sergey Arkhipov	2520	1998	RUS	303	
Dibyendu Barua	2520	1998	IND	304	
Christian Bauer	2520	1998	FRA	305	
Vladimir Belikov	2520	1998	RUS	306	
Alexei Bezgodov	2520	1998	RUS	307	
Daniel.H Campora	2520	1998	ARG	308	
Valery..A Chekhov	2520	1998	RUS	309	
Luis Comas.Fabrego	2520	1998	ESP	310	
Stefan Djuric	2520	1998	YUG	311	
Daniel Fridman	2520	1998	LAT	312	
Jacek Gdanski	2520	1998	POL	313	
Leonid..D Gofshtein	2520	1998	ISR	314	
Viorel Iordachescu	2520	1998	MDA	315	
Giorgi Kacheishvili	2520	1998	GEO	316	
Lubomir Kavalek	2520	1998	USA	317	
Robert Kempinski	2520	1998	POL	318	
Vlatko Kovacevic	2520	1998	CRO	319	
Maris Krakops	2520	1998	LAT	320	
Sergey Makarichev	2520	1998	RUS	321	
Gilles Miralles	2520	1998	FRA	322	
Jesus Nogueiras	2520	1998	CUB	323	
Nikolai Pushkov	2520	1998	RUS	324	
Robert Rabiega	2520	1998	GER	325	
Igors Rausis	2520	1998	LAT	326	
Gad Rechlis	2520	1998	ISR	327	
Gennadi Sosonko	2520	1998	NED	328	
Genadij Timoscenko	2520	1998	SVK	329	
Zoltan Varga	2520	1998	HUN	330	
Zili Wang	2520	1998	CHN	331	
Jun Xu	2520	1998	CHN	332	
Aleksandar Berelovich	2515	1998	UKR	333	
Miso Cebalo	2515	1998	CRO	334	
Nigel..R Davies	2515	1998	ENG	335	
Milan Drasko	2515	1998	YUG	336	
Sinisa Drazic	2515	1998	YUG	337	
Mihail Feigin	2515	1998	UKR	338	
Victor..J Frias	2515	1998	CHI	339	
Gustavo German	2515	1998	ARG	340	
Tamaz Giorgadze	2515	1998	GEO	341	
Jozsef Horvath	2515	1998	HUN	342	
Krunoslav Hulak	2515	1998	CRO	343	
Saidali Iuldachev	2515	1998	UZB	344	
Bozidar Ivanovic	2515	1998	YUG	345	
Aleksandar Kovacevic	2515	1998	YUG	346	
Bent Larsen	2515	1998	DEN	347	
Rafael Leitao	2515	1998	BRA	348	
Peter Lukacs	2515	1998	HUN	349	
Andrei Maksimenko	2515	1998	UKR	350	
Karsten Mueller	2515	1998	GER	351	
David Norwood	2515	1998	ENG	352	
Jonathan Parker	2515	1998	ENG	353	
Yannick Pelletier	2515	1998	SUI	354	
Darius Ruzele	2515	1998	LTU	355	
Philipp Schlosser	2515	1998	GER	356	
Vassily Smyslov	2515	1998	RUS	357	
Jaime Sunye.Neto	2515	1998	BRA	358	
Praveen..M Thipsay	2515	1998	IND	359	
Mark..D Tseitlin	2515	1998	ISR	360	
John.T.H Van.Der.Wiel	2515	1998	NED	361	
Luc Winants	2515	1998	BEL	362	
Darius Zagorskis	2515	1998	LTU	363	
Pablo Zarnicki	2515	1998	ARG	364	
Raset Ziatdinov	2515	1998	UZB	365	
Joris Brenninkmeijer	2510	1998	NED	366	
Henrik Danielsen	2510	1998	DEN	367	
Rune Djurhuus	2510	1998	NOR	368	
Sergej Dyachkov	2510	1998	RUS	369	
Alexander Fishbein	2510	1998	USA	370	
Mihail Golubev	2510	1998	UKR	371	
Ronen Har-Zvi	2510	1998	ISR	372	
Alejandro Hoffman	2510	1998	ARG	373	
Vlastimil Hort	2510	1998	GER	374	
Sergey Kiselev	2510	1998	RUS	375	
Viktor Komliakov	2510	1998	MDA	376	
Thomas Luther	2510	1998	GER	377	
Vidmantas Malisauskas	2510	1998	LTU	378	
Erling Mortensen	2510	1998	DEN	379	
Maxim Ozolin	2510	1998	RUS	380	
Miguel.A Quinteros	2510	1998	ARG	381	
Shukhrat Safin	2510	1998	UZB	382	
Mihail Saltaev	2510	1998	UZB	383	
Drazen Sermek	2510	1998	SLO	384	
Sergio Slipak	2510	1998	ARG	385	
Vitaly Tseshkovsky	2510	1998	RUS	386	
Lothar Vogt	2510	1998	GER	387	
Marek Vokac	2510	1998	CZE	388	
Alexander Volzhin	2510	1998	RUS	389	
Ralf Akesson	2505	1998	SWE	390	
Michael..A Brooks	2505	1998	USA	391	
Walter.S Browne	2505	1998	USA	392	
Artur Frolov	2505	1998	UKR	393	
Alisa.(IM) Galliamova-Ivanchuk	2505	1998	RUS	394	
Gildardo Garcia	2505	1998	COL	395	
Miroslaw Grabarczyk	2505	1998	POL	396	
Attila Groszpeter	2505	1998	HUN	397	
Zoltan Gyimesi	2505	1998	HUN	398	
Jonny Hector	2505	1998	SWE	399	
Artur Kogan	2505	1998	ISR	400	
Dharshan Kumaran	2505	1998	ENG	401	
Viktor..D Kupreichik	2505	1998	BLR	402	
Konstantin Landa	2505	1998	RUS	403	
Mircea-Sergiu Lupu	2505	1998	ROM	404	
Tomasz Markowski	2505	1998	POL	405	
Normunds Miezis	2505	1998	LAT	406	
Vigen Mirumian	2505	1998	ARM	407	
Peter.Heine Nielsen	2505	1998	DEN	408	
Nebojsa Nikcevic	2505	1998	YUG	409	
Maksim Notkin	2505	1998	RUS	410	
Helgi Olafsson	2505	1998	ISL	411	
Dusko Pavasovic	2505	1998	SLO	412	
Aleksandr Poluljahov	2505	1998	RUS	413	
Valerij Popov	2505	1998	RUS	414	
Nukhim..N Rashkovsky	2505	1998	RUS	415	
Pablo San.Segundo.Carrillo	2505	1998	ESP	416	
Yuanming Tong	2505	1998	CHN	417	
Miroslav Tosic	2505	1998	YUG	418	
Jan Votava	2505	1998	CZE	419	
Maurice Ashley	2500	1998	USA	420	
Sang Cao	2500	1998	VIE	421	
Benjamin Finegold	2500	1998	USA	422	
Alexander Finkel	2500	1998	ISR	423	
Michele Godena	2500	1998	ITA	424	
Gilbert Guerrero	2500	1998	USA	425	
Ludger Keitlinghaus	2500	1998	GER	426	
Sergey Kishnev	2500	1998	RUS	427	
Mihail Kobalija	2500	1998	RUS	428	
Dragan Kosic	2500	1998	YUG	429	
Viktor Kuporosov	2500	1998	RUS	430	
Valery..A Loginov	2500	1998	RUS	431	
Romuald Mainka	2500	1998	GER	432	
Colin..A McNab	2500	1998	SCO	433	
Nikola Mitkov	2500	1998	FRM	434	
Karel Mokry	2500	1998	CZE	435	
Viktor Moskalenko	2500	1998	UKR	436	
Karen Movsziszian	2500	1998	ARM	437	
Evgeniy Najer	2500	1998	RUS	438	
Anh.Dung Nguyen	2500	1998	VIE	439	
Semon Palatnik	2500	1998	USA	440	
Arshak..B Petrosian	2500	1998	ARM	441	
Valery Petukhov	2500	1998	RUS	442	
Tomas Polak	2500	1998	CZE	443	
Roman Popov	2500	1998	RUS	444	
Evgeny Prokopchuk	2500	1998	RUS	445	
Evgeniy Solozhenkin	2500	1998	RUS	446	
Milan Vukic	2500	1998	YUG	447	
Dov Zifroni	2500	1998	ISR	448	
Bosko Abramovic	2495	1998	YUG	449	
Antonio Antunes	2495	1998	POR	450	
Ralf Appel	2495	1998	GER	451	
Hristos Banikas	2495	1998	GRE	452	
Sapar Batyrov	2495	1998	TKM	453	
Siegfried Baumegger	2495	1998	AUT	454	
Guenther Beikert	2495	1998	GER	455	
Vlatko Bogdanovski	2495	1998	FRM	456	
Oscar De.La.Riva.Aguado	2495	1998	ESP	457	
John..P Fedorowicz	2495	1998	USA	458	
Lasha Janjgava	2495	1998	GEO	459	
David Garcia.Ilundain	2495	1998	ESP	460	
Efstratios Grivas	2495	1998	GRE	461	
James.C Howell	2495	1998	ENG	462	
Ventzislav Inkiov	2495	1998	BUL	463	
Constantin Ionescu	2495	1998	ROM	464	
Igor..V Ivanov	2495	1998	USA	465	
Sergey Kalinitschew	2495	1998	GER	466	
Alexander Khasin	2495	1998	RUS	467	
Petr Kiriakov	2495	1998	RUS	468	
Toni Najdoski	2495	1998	FRM	469	
Oleg Nikolenko	2495	1998	RUS	470	
Karl-Heinz Podzielny	2495	1998	GER	471	
Sofia.(IM) Polgar	2495	1998	HUN	472	
Amador Rodriguez	2495	1998	CUB	473	
Dorian Rogozenko	2495	1998	MDA	474	
Andrey Rychagov	2495	1998	RUS	475	
Yuri Shabanov	2495	1998	RUS	476	
Andrey Shariyazdanov	2495	1998	RUS	477	
Rene Stern	2495	1998	GER	478	
Karl Thorsteins	2495	1998	ISL	479	
Hoang.Thong Tu	2495	1998	VIE	480	
Wolfgang Uhlmann	2495	1998	GER	481	
Dan Zoler	2495	1998	ISR	482	
Andras Adorjan	2490	1998	HUN	483	
Dragan Barlov	2490	1998	YUG	484	
Arkady Berov	2490	1998	UKR	485	
Michael Bezold	2490	1998	GER	486	
Goran Cabrilo	2490	1998	YUG	487	
Javier.B Campos.Moreno	2490	1998	CHI	488	
Lars Degerman	2490	1998	SWE	489	
Evgeni Dragomarezkij	2490	1998	RUS	490	
Roland Ekstroem	2490	1998	SUI	491	
Antonio Fernandes	2490	1998	POR	492	
Sergey Janovsky	2490	1998	RUS	493	
Darryl.K Johansen	2490	1998	AUS	494	
Joseph.G Gallagher	2490	1998	SUI	495	
Nana.(IM) Ioseliani	2490	1998	GEO	496	
Jean-Rene Koch	2490	1998	FRA	497	
Vladimir Lazarev	2490	1998	RUS	498	
Ivan Marinkovic	2490	1998	YUG	499	
Luke.J McShane	2490	1998	ENG	500	
Alexander Moroz	2490	1998	UKR	501	
Ioannis Nikolaidis	2490	1998	GRE	502	
Ioannis Papaioannou	2490	1998	GRE	503	
Eloi Relange	2490	1998	FRA	504	
Olivier Renet	2490	1998	FRA	505	
Alfonso Romero.Holmes	2490	1998	ESP	506	
Alex Sherzer	2490	1998	USA	507	
Leonid Shmuter	2490	1998	UKR	508	
Spyridon Skembris	2490	1998	GRE	509	
Konstantin Starosek	2490	1998	RUS	510	
Khvicha Supatashvili	2490	1998	GEO	511	
Mark..E Taimanov	2490	1998	RUS	512	
Leonid Totsky	2490	1998	RUS	513	
Vladimir..V Zhelnin	2490	1998	RUS	514	
Chen Zhu	2490	1998	CHN	515	
Ilija Balinov	2485	1998	BUL	516	
Konstantin Chernyshov	2485	1998	RUS	517	
Jesus De.La.Villa.Garcia	2485	1998	ESP	518	
Viacheslav Dydyshko	2485	1998	BLR	519	
Juan.Carlos Gonzalez	2485	1998	CUB	520	
Sergey-G Gorelov	2485	1998	RUS	521	
Ruben Gunawan	2485	1998	INA	522	
Igor..N Khmelnitsky	2485	1998	USA	523	
Nikolai..V Krogius	2485	1998	RUS	524	
Robert Kuczynski	2485	1998	POL	525	
Jinrong Liang	2485	1998	CHN	526	
Davit Lobzhanidze	2485	1998	GEO	527	
Bartlomiej Macieja	2485	1998	POL	528	
David Marciano	2485	1998	FRA	529	
Neil.R McDonald	2485	1998	ENG	530	
Alexander Mikhalevski	2485	1998	ISR	531	
Leonid Milov	2485	1998	UKR	532	
Esam.Ahmed.Nagib Mohamed	2485	1998	EGY	533	
Igor-Alexandre Nataf	2485	1998	FRA	534	
Alexey Pugachov	2485	1998	RUS	535	
Ziaur Rahman	2485	1998	BAN	536	
Arkadij Rotstein	2485	1998	UKR	537	
Jonathan Rowson	2485	1998	SCO	538	
Enrico Sevillano	2485	1998	PHI	539	
Ivan Smikovski	2485	1998	RUS	540	
Bartosz Socko	2485	1998	POL	541	
Nikolaus Stanec	2485	1998	AUT	542	
Sarunas Sulskis	2485	1998	LTU	543	
Erik Van.Den.Doel	2485	1998	NED	544	
Rodrigo Vasquez	2485	1998	CHI	545	
Sergey Vokarev	2485	1998	RUS	546	
Jun.(GM) Xie	2485	1998	CHN	547	
Vasily Yemelin	2485	1998	RUS	548	
Sergey Zagrebelny	2485	1998	UZB	549	
Igor..A Zaitsev	2485	1998	RUS	550	
Alonso Zapata	2485	1998	COL	551	
Jurij Zezulkin	2485	1998	BLR	552	
Julen.Luis Arizmendi.Martinez	2480	1998	ESP	553	
Dragisa Blagojevic	2480	1998	YUG	554	
Juan Borges.Mateos	2480	1998	CUB	555	
Slavko Cicak	2480	1998	SWE	556	
Ioan Cosma	2480	1998	ROM	557	
Evgenij Ermenkov	2480	1998	BUL	558	
Gannadij Fish	2480	1998	UKR	559	
Dragoljub Jacimovic	2480	1998	FRM	560	
Vlastimil Jansa	2480	1998	CZE	561	
Pawel Jaracz	2480	1998	POL	562	
Svetozar Gligoric	2480	1998	YUG	563	
George Grigore	2480	1998	ROM	564	
Eduard Gufeld	2480	1998	GEO	565	
Sune.Berg Hansen	2480	1998	DEN	566	
Arnaud Hauchard	2480	1998	FRA	567	
Nikolay..A Legky	2480	1998	UKR	568	
Alisa.(IM) Maric	2480	1998	YUG	569	
A..Jonathan Mestel	2480	1998	ENG	570	
S Nadyrhanov	2480	1998	RUS	571	
Helmut.Dr Pfleger	2480	1998	GER	572	
Mikhail Podgaets	2480	1998	UKR	573	
Evgeni Ragozin	2480	1998	RUS	574	
Dimitri Reinderman	2480	1998	NED	575	
Yuri Shulman	2480	1998	BLR	576	
Roman Skomorokhin	2480	1998	RUS	577	
Antoaneta.(IM) Stefanova	2480	1998	BUL	578	
Throstur Thorhallsson	2480	1998	ISL	579	
Miodrag Todorcevic	2480	1998	YUG	580	
Klaudiusz Urban	2480	1998	POL	581	
Giovanni Vescovi	2480	1998	BRA	582	
Christopher Ward	2480	1998	ENG	583	
Mathias Womacka	2480	1998	GER	584	
Dimitri Agnos	2475	1998	GRE	585	
Goran Arsovic	2475	1998	YUG	586	
Lucas Brunner	2475	1998	SUI	587	
Stellan Brynell	2475	1998	SWE	588	
Attila Czebe	2475	1998	HUN	589	
Ivan Farago	2475	1998	HUN	590	
Carlos Garcia.Palermo	2475	1998	ITA	591	
Juan.Mario Gomez.Esteban	2475	1998	ESP	592	
Helgi.Ass Gretarsson	2475	1998	ISL	593	
Orest Gritsak	2475	1998	UKR	594	
Lev Gutman	2475	1998	GER	595	
Felix Izeta.Txabarri	2475	1998	ESP	596	
Ratmir..D Kholmov	2475	1998	RUS	597	
Sergei Krivoshey	2475	1998	UKR	598	
Oleg Kulicov	2475	1998	RUS	599	
Ralf Lau	2475	1998	GER	600	
